kepler_name,koi_period,koi_teq,koi_prad,koi_smass,koi_disposition,koi_score,koi_steff,koi_srad,koi_impact
Kepler-1830 b,56.4931698,681.0,4.43,1.4430,CONFIRMED,0.9730,6160.00,2.0460,0.707
Kepler-124 c,13.82142084,560.0,2.2,0.7150,CONFIRMED,1.0000,4983.00,0.6510,0.904
,2.30367952,1384.0,1.3,0.9610,FALSE POSITIVE,0.0060,6191.00,0.8650,0.964
Kepler-1831 b,5.78387049,1051.0,2.07,1.1170,CONFIRMED,1.0000,6063.00,1.0120,0.227
Kepler-1208 b,11.08507658,665.0,2.5,0.7920,CONFIRMED,0.9970,5080.00,0.7930,0.819
Kepler-1107 b,0.571038347,1897.0,1.65,0.8200,CONFIRMED,1.0000,5132.00,0.8860,0.876
Kepler-1680 b,8.77425786,771.0,1.75,0.8320,CONFIRMED,1.0000,5146.00,0.9050,0.917
Kepler-1108 b,4.51005082,1063.0,1.74,0.8730,CONFIRMED,0.0000,5362.00,1.0320,0.115
Kepler-1109 b,37.6468519,787.0,5.37,1.4100,CONFIRMED,1.0000,5443.00,2.6520,0.008
Kepler-1796 b,29.4557841,598.0,2.19,1.0180,CONFIRMED,1.0000,6036.00,0.9490,0.018
Kepler-122 c,12.466004437,897.0,5.65,0.9950,CONFIRMED,1.0000,6038.00,1.1910,0.209
Kepler-1136 b,2.361724472,922.0,1.53,0.6370,CONFIRMED,1.0000,4478.00,0.6510,0.009
Kepler-371 b,34.7630543,554.0,1.75,0.8020,CONFIRMED,0.9910,5670.00,0.9500,0.731
Kepler-372 c,20.0545282,755.0,2.63,1.1470,CONFIRMED,0.9980,6056.00,1.2090,0.939
Kepler-1138 b,3.17059731,1080.0,1.69,0.9450,CONFIRMED,1.0000,5431.00,0.8430,0.793
Kepler-377 c,27.0142622,677.0,2,1.0270,CONFIRMED,1.0000,5949.00,1.1840,0.009
Kepler-377 b,12.50945798,875.0,1.54,1.0270,CONFIRMED,0.9980,5949.00,1.1840,0.626
Kepler-1172 b,26.0203329,675.0,4.53,0.9310,CONFIRMED,1.0000,5624.00,1.2440,0.704
Kepler-1173 b,0.769854899,1650.0,0.93,0.8740,CONFIRMED,0.9950,5173.00,0.8220,0.705
Kepler-1174 b,6.89226333,1156.0,2.13,1.0970,CONFIRMED,1.0000,5862.00,1.4630,0.061
Kepler-1210 b,8.07127043,856.0,1.53,0.8740,CONFIRMED,0.9990,5766.00,0.8530,0.271
Kepler-1211 b,11.01819178,840.0,2.64,1.0480,CONFIRMED,1.0000,6075.00,0.9690,0.883
Kepler-124 d,30.9505927,428.0,1.51,0.7150,CONFIRMED,0.9820,4983.00,0.6510,0.958
,6.3143447,1012.0,1.34,1.0480,CANDIDATE,,6075.00,0.9690,0.0584
,78.7327023,761.0,7.76,1.5810,CANDIDATE,0.9840,6715.00,2.7630,0.956
,3.979867514,1173.0,26.5,1.0550,FALSE POSITIVE,0.0000,6032.00,0.9730,1.216
,42.3375799,311.0,1.45,0.5930,CANDIDATE,0.9920,4132.00,0.5810,0.947
Kepler-1797 b,23.3593589,684.0,2.98,1.0690,CONFIRMED,1.0000,6244.00,1.0090,0.94
Kepler-1110 b,9.69310837,609.0,2.12,0.6070,CONFIRMED,1.0000,4818.00,0.6180,0.534
,24.2598301,547.0,25.42,0.8910,FALSE POSITIVE,0.0000,5485.00,0.8050,1.244
,116.5214317,457.0,44.41,1.0960,FALSE POSITIVE,0.0000,6056.00,1.4110,1.26
Kepler-1139 b,0.813166357,1693.0,1.14,0.9070,CONFIRMED,1.0000,5237.00,0.8870,0.06
Kepler-1807 b,10.86062378,1108.0,2.09,1.0870,CONFIRMED,0.9890,6455.00,1.4960,0.261
Kepler-1140 b,24.08632177,500.0,2.78,0.7410,CONFIRMED,1.0000,4973.00,0.7680,0.802
,1.834277283,1459.0,1.64,0.9620,CANDIDATE,0.9990,5751.00,0.9580,0.381
,17.40208965,422.0,16.37,0.6340,FALSE POSITIVE,0.0000,4098.00,0.6150,1.216
Kepler-1175 b,37.9456138,515.0,2.79,0.9570,CONFIRMED,1.0000,5861.00,0.8650,0.263
,1.141877248,2184.0,88.62,0.9690,FALSE POSITIVE,0.0000,6158.00,1.3680,0.598
,5.77675928,954.0,32.77,0.7610,FALSE POSITIVE,0.0000,5544.00,0.8750,1.272
Kepler-1176 b,24.1738244,595.0,2.21,0.9130,CONFIRMED,1.0000,5468.00,0.9680,0.251
Kepler-1829 b,5.186737262,860.0,2.4,0.8730,CONFIRMED,1.0000,5230.00,0.7770,0.825
,1.151244686,1756.0,40.32,1.0030,CANDIDATE,1.0000,6086.00,0.9210,1.387
Kepler-1206 b,1.217000383,1314.0,1.58,0.7340,CONFIRMED,1.0000,4859.00,0.7570,0.028
Kepler-1207 b,13.6823798,802.0,1.43,1.0990,CONFIRMED,0.9970,6102.00,1.0260,0.595
,2.42088277,1616.0,2.27,1.0170,CANDIDATE,0.9990,5583.00,1.5300,0.227
Kepler-1111 b,8.79618433,938.0,1.77,1.1430,CONFIRMED,1.0000,6142.00,1.0460,0.05
Kepler-1798 b,16.85592593,408.0,1.7,0.5930,CONFIRMED,1.0000,3967.00,0.5870,0.038
Kepler-1112 b,14.36270451,918.0,2.31,1.2350,CONFIRMED,1.0000,6643.00,1.2160,0.272
Kepler-1681 b,69.8956789,442.0,3.04,0.8930,CONFIRMED,0.9990,5390.00,1.1040,0.872
Kepler-91 b,6.24667547,1902.0,14.93,1.2180,CONFIRMED,0.0590,4604.00,6.2210,0.877
Kepler-1141 b,2.344512589,1471.0,0.97,0.9950,CONFIRMED,1.0000,5821.00,1.1320,0.803
Kepler-122 b,5.766165573,1159.0,2.27,0.9950,CONFIRMED,1.0000,6038.00,1.1910,0.017
Kepler-1142 b,18.3027235,902.0,2.72,0.9620,CONFIRMED,0.9880,5528.00,1.8390,0.742
Kepler-1143 b,2.888904439,976.0,1.68,0.8170,CONFIRMED,0.9990,4895.00,0.7590,0.77
Kepler-1144 b,17.14648756,811.0,3.64,0.9740,CONFIRMED,1.0000,5559.00,1.4120,0.918
Kepler-378 b,16.09227518,503.0,0.98,0.7480,CONFIRMED,0.1990,4657.00,0.6700,0.932
,38.103908,456.0,4.08,0.7210,CANDIDATE,0.9970,5250.00,0.7710,0.987
Kepler-379 c,62.7843981,530.0,2.28,1.0980,CONFIRMED,0.9440,6053.00,1.2600,0.272
Kepler-1816 b,91.500873,310.0,1.82,0.7860,CONFIRMED,0.9700,5051.00,0.7060,0.032
Kepler-1817 b,44.2993483,463.0,2.68,0.8780,CONFIRMED,0.9850,5316.00,0.9150,0.614
Kepler-1832 b,3.13877646,1022.0,0.97,0.6840,CONFIRMED,0.9990,5242.00,0.7220,0.436
,5.24242029,1367.0,3.86,0.8130,CANDIDATE,0.3050,5383.00,1.8290,0.863
Kepler-430 b,35.9682692,674.0,2.95,1.2050,CONFIRMED,0.9980,5883.00,1.5290,0.883
Kepler-1209 b,25.3690868,755.0,1.67,1.2120,CONFIRMED,0.9980,6126.00,1.4060,0.845
Kepler-1833 b,6.89213244,1177.0,1.35,1.2860,CONFIRMED,0.9990,6164.00,1.4460,0.541
Kepler-1113 b,42.3006282,558.0,2.54,1.0480,CONFIRMED,0.9120,5852.00,1.1290,0.269
,0.838597429,2278.0,44.67,1.2570,FALSE POSITIVE,0.0000,6366.00,1.2360,1.274
Kepler-361 c,55.1866213,568.0,2.47,1.0850,CONFIRMED,0.9790,6178.00,1.2670,0.225
,1.728528176,2720.0,5.07,1.5500,FALSE POSITIVE,0.0000,6153.00,3.2790,0.787
Kepler-1114 b,14.97436238,631.0,1.28,0.7960,CONFIRMED,0.9970,5311.00,0.8000,0.092
Kepler-1145 b,3.97076603,958.0,1.6,0.7320,CONFIRMED,1.0000,5178.00,0.7780,0.775
Kepler-1146 b,2.352273912,1019.0,1.29,0.8360,CONFIRMED,0.9940,4816.00,0.7480,0.095
,22.0425953,760.0,28.78,0.9530,FALSE POSITIVE,0.0000,5974.00,1.2600,1.191
Kepler-1808 b,23.34036251,601.0,2.21,0.7730,CONFIRMED,1.0000,5530.00,0.8920,0.25
,37.8034121,460.0,2.95,0.9120,CANDIDATE,1.0000,5329.00,0.8190,0.968
Kepler-1683 b,15.03366411,669.0,1.7,0.9720,CONFIRMED,1.0000,5523.00,0.8910,0.01
,131.485184,400.0,3.03,0.9680,CANDIDATE,0.9700,5765.00,1.2420,0.578
,16.2908527,622.0,0.52,0.8220,CANDIDATE,0.9610,5425.00,0.7970,0.105
Kepler-1177 b,106.247882,377.0,2.01,0.9380,CONFIRMED,0.9900,5679.00,0.9720,0.586
Kepler-500 b,8.508333104,909.0,2.6,0.9630,CONFIRMED,1.0000,5767.00,1.0300,0.004
Kepler-1212 b,12.94123564,795.0,1.7,1.0100,CONFIRMED,0.9960,6119.00,0.9380,0.028
Kepler-1213 b,5.349791,1156.0,1.29,1.1970,CONFIRMED,0.9970,6074.00,1.1830,0.867
,147.281212,353.0,2.28,0.9390,CANDIDATE,0.9900,5708.00,1.0540,0.474
Kepler-382 b,5.26211833,1166.0,1.95,0.9630,CONFIRMED,0.9940,5587.00,1.3090,0.71
Kepler-382 c,12.1628195,882.0,3.14,0.9630,CONFIRMED,0.9980,5587.00,1.3090,0.971
Kepler-1115 b,23.5541012,1381.0,2.33,2.3350,CONFIRMED,0.9950,9565.00,2.2860,0.536
Kepler-1116 b,41.6977582,488.0,2.26,0.9680,CONFIRMED,1.0000,5730.00,0.8700,0.018
Kepler-1117 b,4.79029482,938.0,1.01,0.9450,CONFIRMED,0.9990,5412.00,0.8430,0.46
Kepler-1118 b,38.6715843,502.0,2.45,0.8010,CONFIRMED,0.9910,5432.00,0.9130,0.773
Kepler-1119 b,8.32651854,938.0,1.8,1.0240,CONFIRMED,1.0000,6057.00,1.0000,0.782
Kepler-373 b,5.53533152,1054.0,1.75,0.9460,CONFIRMED,1.0000,5588.00,1.1000,0.051
Kepler-373 c,16.7261969,729.0,1.56,0.9460,CONFIRMED,0.9830,5588.00,1.1000,0.496
Kepler-122 d,21.58752788,747.0,2.18,0.9950,CONFIRMED,1.0000,6038.00,1.1910,0.009
Kepler-1809 b,3.757294695,877.0,1.23,0.8070,CONFIRMED,0.9950,4901.00,0.7160,0.586
Kepler-374 c,3.2828024,1467.0,1.79,1.0240,CONFIRMED,1.0000,5640.00,1.5150,0.159
Kepler-1818 b,4.64495172,1209.0,1.38,1.0210,CONFIRMED,1.0000,6047.00,1.1290,0.301
,16.6671415,469.0,0.7,0.5340,CANDIDATE,0.9000,4729.00,0.5250,0.444
Kepler-1819 b,16.48686712,760.0,27.45,1.1730,CONFIRMED,1.0000,6090.00,1.0710,1.198
Kepler-1179 b,2.685054445,1137.0,1.46,0.7650,CONFIRMED,0.9920,5266.00,0.8290,0.762
Kepler-1180 b,16.8600805,765.0,1.71,0.9060,CONFIRMED,0.9820,6205.00,0.9730,0.682
Kepler-1082 b,1.54320541,1827.0,1.23,0.9500,CONFIRMED,1.0000,5866.00,1.2820,0.217
Kepler-357 d,49.5004725,402.0,2.49,0.7910,CONFIRMED,0.9930,4954.00,0.8280,0.162
Kepler-357 b,6.47539108,793.0,1.92,0.7910,CONFIRMED,1.0000,4954.00,0.8280,0.486
Kepler-357 c,16.85825609,576.0,2.51,0.7910,CONFIRMED,0.9990,4954.00,0.8280,0.763
,3.132604547,1444.0,48.73,1.0780,FALSE POSITIVE,0.0000,6248.00,1.1810,1.251
Kepler-1120 b,2.949029106,1027.0,1.48,0.7710,CONFIRMED,1.0000,4983.00,0.8070,0.044
Kepler-362 c,37.8658964,543.0,2.01,1.0160,CONFIRMED,1.0000,5757.00,1.0170,0.18
Kepler-496 b,8.30865307,747.0,2.42,0.8040,CONFIRMED,1.0000,5022.00,0.8490,0.333
Kepler-363 d,11.93205399,905.0,1.83,1.1730,CONFIRMED,1.0000,5711.00,1.3910,0.123
Kepler-363 c,7.54235832,1054.0,1.59,1.1730,CONFIRMED,1.0000,5711.00,1.3910,0.318
Kepler-374 d,5.02818253,1272.0,2.03,1.0240,CONFIRMED,0.9950,5640.00,1.5150,0.3
Kepler-374 b,1.897828815,1761.0,1.73,1.0240,CONFIRMED,1.0000,5640.00,1.5150,0.227
Kepler-1147 b,10.62788695,872.0,1.87,1.0410,CONFIRMED,0.9950,6082.00,1.0140,0.473
,34.135676,1526.0,13.98,2.6070,CANDIDATE,0.9870,7818.00,5.5550,0.087
Kepler-1148 b,1.104462494,1397.0,1.6,0.7230,CONFIRMED,1.0000,5002.00,0.7530,0.151
Kepler-1181 b,4.89336495,1374.0,1.6,1.3360,CONFIRMED,1.0000,6688.00,1.3470,0.218
Kepler-1182 b,11.17392077,796.0,1.64,1.0060,CONFIRMED,0.9990,5911.00,0.9140,0.025
Kepler-1820 b,31.0325991,561.0,2.64,1.0470,CONFIRMED,0.9950,5841.00,0.9310,0.611
,0.512407185,1255.0,1.03,0.5660,FALSE POSITIVE,0.0000,3862.00,0.5630,0.301
,4.150297119,981.0,3.03,0.8870,FALSE POSITIVE,1.0000,5290.00,0.8580,0.971
Kepler-495 c,5.89661966,1000.0,1.28,0.8880,CONFIRMED,1.0000,5392.00,1.0870,0.039
Kepler-1083 b,33.4178173,448.0,3.13,0.8270,CONFIRMED,1.0000,5136.00,0.7440,0.913
Kepler-1084 b,2.053341891,1737.0,1.44,1.0760,CONFIRMED,0.9990,6084.00,1.3580,0.966
Kepler-1085 c,56.7769831,491.0,3.21,1.1170,CONFIRMED,0.9920,6063.00,1.0120,0.703
Kepler-1086 b,18.78429232,433.0,2.14,0.6510,CONFIRMED,1.0000,4243.00,0.6410,0.658
Kepler-363 b,3.61460279,1347.0,1.14,1.1730,CONFIRMED,0.7490,5711.00,1.3910,0.516
Kepler-1121 b,13.15140223,1008.0,1.87,1.2870,CONFIRMED,0.9890,6154.00,1.6360,0.872
Kepler-1979 b,18.5084526,683.0,29.33,1.0280,CONFIRMED,0.9990,5942.00,0.9380,1.258
,7.47763833,1346.0,2.05,0.9830,FALSE POSITIVE,0.0000,5957.00,1.9530,0.012
Kepler-1122 b,42.1918331,526.0,2.35,0.9280,CONFIRMED,0.9990,5520.00,1.0800,0.067
Kepler-1149 b,3.73090026,1128.0,1.48,1.0140,CONFIRMED,0.9990,5709.00,0.9500,0.822
,86.130534,391.0,1.47,0.9700,CANDIDATE,,5830.00,0.8760,0.072
Kepler-1150 b,2.787874175,1432.0,2.33,0.9520,CONFIRMED,0.9980,4827.00,1.7270,0.153
Kepler-122 e,37.9962369,618.0,2.39,0.9950,CONFIRMED,1.0000,6038.00,1.1910,0.023
,8.46354384,805.0,2.51,0.8960,CANDIDATE,1.0000,5427.00,0.8870,0.387
Kepler-123 b,17.23232894,817.0,2.79,1.0130,CONFIRMED,1.0000,6086.00,1.2160,0.395
Kepler-1183 b,28.5057217,555.0,2.55,0.9440,CONFIRMED,1.0000,5712.00,0.8700,0.695
Kepler-1184 b,53.5991459,529.0,2.49,1.0840,CONFIRMED,0.9710,6319.00,1.0320,0.658
Kepler-1821 b,16.4581861,644.0,1.82,0.9460,CONFIRMED,1.0000,5475.00,0.8840,0.108
,191.86419296,,,,CANDIDATE,,,,
,13.72549689,,,,CANDIDATE,,,,
,176.331289,505.0,2.38,1.1660,CANDIDATE,,6146.00,2.2510,0.2455
Kepler-1087 b,0.693842661,2161.0,0.83,0.9030,CONFIRMED,0.9970,5457.00,1.1960,0.195
Kepler-358 c,83.4887405,411.0,2.95,1.0320,CONFIRMED,0.5260,5910.00,0.9400,0.42
Kepler-358 b,34.0607677,554.0,2.96,1.0320,CONFIRMED,1.0000,5910.00,0.9400,0.786
,6.2141496,1506.0,4.27,1.5010,CANDIDATE,0.8810,5295.00,3.1520,0.403
Kepler-1790 b,31.5888979,682.0,2.59,1.0200,CONFIRMED,0.9970,5866.00,1.3670,0.194
Kepler-364 c,59.9809868,568.0,2.81,1.1090,CONFIRMED,0.8590,6103.00,1.3830,0.918
Kepler-364 b,25.7457957,753.0,1.73,1.1090,CONFIRMED,0.9950,6103.00,1.3830,0.661
Kepler-1799 b,11.92979348,770.0,2.43,1.0160,CONFIRMED,1.0000,5831.00,0.9210,0.003
,17.65737838,350.0,2.45,0.4900,CANDIDATE,,3745.00,0.4700,0.8277
Kepler-1123 b,4.3394569,1061.0,2.11,0.8690,CONFIRMED,1.0000,5330.00,1.0130,0.821
Kepler-1124 b,2.852348262,621.0,1.66,0.4630,CONFIRMED,1.0000,3731.00,0.4330,0.295
Kepler-1151 b,65.6480892,485.0,3.93,1.0080,CONFIRMED,0.4850,5565.00,1.2460,0.949
,102.653705,562.0,39.16,1.3200,FALSE POSITIVE,0.0000,6711.00,1.6980,1.184
Kepler-1682 b,14.83340944,694.0,2.54,0.8820,CONFIRMED,1.0000,5570.00,0.9040,0.399
,0.987338654,2669.0,0.98,1.1400,FALSE POSITIVE,0.0010,6258.00,1.8960,0.002
Kepler-1810 b,101.1323475,380.0,3.87,0.9210,CONFIRMED,1.0000,5492.00,1.0160,0.057
,1.811460943,1508.0,2.83,0.8940,FALSE POSITIVE,0.0000,5700.00,1.0080,0.971
Kepler-1186 b,16.07673148,724.0,2.14,1.0830,CONFIRMED,1.0000,5957.00,0.9710,0.108
Kepler-1187 b,18.87058705,701.0,2.67,1.0280,CONFIRMED,1.0000,6103.00,0.9490,0.878
Kepler-1822 b,22.1334224,507.0,1.76,0.7820,CONFIRMED,0.9940,5165.00,0.7020,0.025
Kepler-1188 b,17.1369408,775.0,2.05,1.1140,CONFIRMED,1.0000,6218.00,1.0770,0.03
Kepler-123 c,26.6951944,706.0,1.4,1.0130,CONFIRMED,0.9930,6086.00,1.2160,0.136
Kepler-1791 b,7.72085047,1021.0,2.53,0.9850,CONFIRMED,1.0000,5887.00,1.1770,0.963
Kepler-120 b,6.312508525,575.0,2,0.5910,CONFIRMED,1.0000,4090.00,0.5710,0.029
Kepler-1792 b,4.19577385,1047.0,3.02,0.8780,CONFIRMED,1.0000,5229.00,1.0050,0.521
Kepler-60 b,7.1329472,1102.0,1.64,0.9730,CONFIRMED,0.9830,5862.00,1.3070,0.612
Kepler-60 c,8.91901228,1023.0,1.84,0.9730,CONFIRMED,0.9720,5862.00,1.3070,0.619
Kepler-1800 b,4.5620407,1533.0,2.82,1.3300,CONFIRMED,0.9440,5343.00,2.5060,0.925
,7.5966998,964.0,1.32,0.9550,CANDIDATE,0.8980,5716.00,1.0910,0.725
,2.392630668,1418.0,1.33,0.9550,FALSE POSITIVE,0.0000,5716.00,1.0910,0.909
Kepler-1125 b,17.6700291,778.0,2.89,1.0420,CONFIRMED,1.0000,5795.00,1.2470,0.932
,15.40877383,,,,CANDIDATE,,,,
Kepler-1126 b,108.593113,374.0,1.68,0.7940,CONFIRMED,1.0000,5678.00,0.9210,0.007
Kepler-375 c,19.9865916,720.0,4.22,0.9220,CONFIRMED,1.0000,5500.00,1.2380,0.962
Kepler-375 b,12.12580644,851.0,2.5,0.9220,CONFIRMED,0.9590,5500.00,1.2380,0.805
Kepler-1811 b,76.421501,455.0,2.81,0.9460,CONFIRMED,0.9940,5561.00,1.1900,0.015
Kepler-122 f,56.2590881,543.0,2.22,0.9950,CONFIRMED,1.0000,6038.00,1.1910,0.026
Kepler-1152 b,1.646801683,806.0,0.86,0.5430,CONFIRMED,0.9970,3810.00,0.5130,0.129
Kepler-1189 b,3.78861833,1158.0,1.23,0.9430,CONFIRMED,0.9960,5560.00,1.0400,0.183
Kepler-1190 b,10.45839865,609.0,1.25,0.7340,CONFIRMED,1.0000,4641.00,0.7470,0.009
Kepler-1823 b,21.1033014,718.0,1.56,1.0680,CONFIRMED,0.9980,6000.00,1.1260,0.125
Kepler-1824 b,95.6114617,421.0,2.37,1.1350,CONFIRMED,0.9900,6002.00,1.0810,0.046
,58.35512552,,,,CANDIDATE,,,,
,1.204686597,1711.0,1.55,1.0000,CANDIDATE,1.0000,5780.00,1.0000,0.328
Kepler-60 d,11.8984948,929.0,1.69,0.9730,CONFIRMED,0.9510,5862.00,1.3070,0.836
Kepler-1088 b,23.1274171,667.0,1.44,1.0240,CONFIRMED,0.9970,5865.00,1.0660,0.737
Kepler-1089 b,5.132486123,584.0,1.69,0.6190,CONFIRMED,1.0000,3879.00,0.5780,0.217
Kepler-1793 b,8.77997349,713.0,2.12,0.8500,CONFIRMED,1.0000,5191.00,0.7640,0.481
Kepler-359 c,57.6896212,512.0,5.14,1.1070,CONFIRMED,0.9810,6228.00,1.0490,0.924
Kepler-365 b,10.66489514,865.0,1.76,1.0370,CONFIRMED,0.9950,6014.00,1.0210,0.308
Kepler-1127 b,5.1233204,994.0,1.65,0.8720,CONFIRMED,1.0000,5364.00,0.9820,0.308
Kepler-497 b,3.573202801,1210.0,5.81,0.9960,CONFIRMED,1.0000,5646.00,1.0800,0.053
Kepler-1128 b,61.6174528,424.0,3.36,0.9660,CONFIRMED,0.9970,5480.00,0.9310,0.091
Kepler-1129 b,24.3398202,737.0,5.09,0.9980,CONFIRMED,1.0000,5596.00,1.4660,0.928
Kepler-1812 b,7.16520428,1034.0,2.31,1.1620,CONFIRMED,0.9840,6174.00,1.1030,0.142
Kepler-1153 b,1.755843555,1343.0,1.94,0.9280,CONFIRMED,0.9990,5569.00,0.8290,0.893
Kepler-1154 b,5.18560081,1314.0,2.34,1.2500,CONFIRMED,1.0000,6172.00,1.4710,0.012
Kepler-1155 b,33.4698571,609.0,2.45,0.9600,CONFIRMED,1.0000,5912.00,1.0940,0.876
Kepler-1156 b,11.89520436,787.0,1.33,0.9230,CONFIRMED,1.0000,5649.00,0.9920,0.067
Kepler-1825 b,1.025857984,1520.0,1.57,0.8280,CONFIRMED,1.0000,5123.00,0.8470,0.779
Kepler-1191 b,5.60013327,952.0,1.73,0.8580,CONFIRMED,1.0000,5288.00,0.9780,0.046
Kepler-1192 b,25.2034128,600.0,2.42,1.0160,CONFIRMED,0.4070,5831.00,0.9210,0.168
Kepler-1826 b,1.615357809,806.0,1.37,0.4900,CONFIRMED,0.9490,3821.00,0.4860,0.931
Kepler-501 b,5.640676975,1125.0,4.59,1.0320,CONFIRMED,1.0000,5794.00,1.2160,0.033
Kepler-359 b,25.5638626,671.0,4,1.1070,CONFIRMED,1.0000,6228.00,1.0490,0.85
,6.78341325,2628.0,20.75,0.7630,CANDIDATE,0.9990,5096.00,8.7690,0.665
Kepler-120 c,12.7945474,455.0,1.6,0.5910,CONFIRMED,1.0000,4090.00,0.5710,0.18
Kepler-1090 c,42.4269647,496.0,3.44,0.8690,CONFIRMED,0.9740,5330.00,1.0130,0.962
Kepler-1091 b,1.434745129,1664.0,1.5,1.0370,CONFIRMED,0.9980,5806.00,1.0640,0.108
,6.95787,1047.0,1.39,0.9750,CANDIDATE,,6240.00,1.0250,0.1686
Kepler-366 b,3.28192056,1326.0,1.6,1.0640,CONFIRMED,0.9930,5859.00,1.1620,0.223
Kepler-366 c,12.51610549,848.0,1.87,1.0640,CONFIRMED,1.0000,5859.00,1.1620,0.023
Kepler-1130 b,5.45298742,904.0,0.92,0.9440,CONFIRMED,0.8970,5450.00,0.8420,0.879
Kepler-1130 c,3.26662733,1072.0,0.68,0.9440,CONFIRMED,0.9610,5450.00,0.8420,0.623
Kepler-1157 b,4.45743267,732.0,0.79,0.6010,CONFIRMED,1.0000,4487.00,0.6120,0.175
Kepler-1813 b,2.81814715,1059.0,1.3,0.8120,CONFIRMED,0.8950,5167.00,0.7870,0.305
,9.4907638,704.0,1.05,0.8210,CANDIDATE,,5290.00,0.7460,0.3638
,0.76196247,1638.0,1.08,0.8120,CANDIDATE,0.9900,5167.00,0.7870,0.322
,1.824649,1508.0,5.31,0.7040,FALSE POSITIVE,0.0000,6190.00,0.7930,0.901
Kepler-1193 b,2.832647249,1453.0,1.37,1.0880,CONFIRMED,0.9890,5865.00,1.2720,0.374
Kepler-1827 b,3.70063251,1329.0,1.24,0.9150,CONFIRMED,0.9940,5423.00,1.4040,0.71
Kepler-380 b,3.93083997,1317.0,1.2,0.9950,CONFIRMED,0.9700,6038.00,1.1910,0.222
Kepler-380 c,7.63008196,1056.0,1.39,0.9950,CONFIRMED,0.9950,6038.00,1.1910,0.628
Kepler-1194 b,16.22378479,676.0,1.51,0.9000,CONFIRMED,0.9930,5547.00,0.9250,0.413
Kepler-1794 b,9.76293284,703.0,1.94,0.7730,CONFIRMED,0.9910,5052.00,0.8160,0.499
Kepler-1092 b,58.601926,508.0,2.06,1.0380,CONFIRMED,0.9190,6250.00,1.0190,0.392
Kepler-1093 b,25.0823402,776.0,2.26,1.0110,CONFIRMED,0.8160,6429.00,1.2620,0.865
Kepler-1094 b,78.0998908,480.0,3.37,1.0390,CONFIRMED,0.9950,5779.00,1.2840,0.528
Kepler-1095 b,4.27103727,1108.0,1.22,0.9930,CONFIRMED,0.9800,5984.00,0.9060,0.02
Kepler-1130 d,4.27226421,981.0,0.64,0.9440,CONFIRMED,0.6490,5450.00,0.8420,0.744
,2.19251903,1225.0,0.37,0.9440,CANDIDATE,0.9930,5450.00,0.8420,0.616
Kepler-1131 b,3.53232429,1159.0,1.43,1.0350,CONFIRMED,0.9960,5761.00,0.9560,0.299
,15.03946326,962.0,12.36,1.2360,FALSE POSITIVE,0.0000,6501.00,1.4410,0.902
,4.702495974,981.0,37.24,0.8420,FALSE POSITIVE,0.0000,5408.00,0.8780,1.303
Kepler-1801 b,10.44087398,829.0,3.41,0.9360,CONFIRMED,1.0000,5738.00,0.9810,0.914
,39.7557642,325.0,13.72,0.5130,CANDIDATE,0.5820,4405.00,0.5110,1.219
,10.27127527,510.0,0.94,0.5130,CANDIDATE,0.9880,4405.00,0.5110,0.046
Kepler-1276 b,12.5722897,886.0,1.09,1.0370,CONFIRMED,0.9910,6084.00,1.1690,0.252
Kepler-1277 b,40.8366307,496.0,1.5,0.8930,CONFIRMED,0.9830,5529.00,0.9250,0.363
,11.7761073,619.0,1.31,0.7190,FALSE POSITIVE,0.0000,5096.00,0.6890,0.829
,29.7123181,870.0,46.43,1.2990,FALSE POSITIVE,0.0000,6440.00,1.9210,1.202
Kepler-2000 c,20.6180348,359.0,1.57,0.5810,CONFIRMED,0.9930,3757.00,0.5760,0.155
Kepler-1299 b,19.9401211,588.0,2.42,0.8530,CONFIRMED,0.9520,5623.00,0.7630,0.862
Kepler-1300 b,22.2420032,954.0,2.04,1.2190,CONFIRMED,0.9910,5979.00,2.1640,0.897
Kepler-1864 b,3.88148385,1156.0,0.59,1.0300,CONFIRMED,0.9570,5854.00,0.9790,0.252
Kepler-1228 b,0.577369336,1757.0,1.42,0.7760,CONFIRMED,1.0000,5255.00,0.7160,0.032
,186.65435483,,,,FALSE POSITIVE,,,,
Kepler-25 c,12.720370263,934.0,4.75,1.0970,CONFIRMED,1.0000,6267.00,1.2580,0.787
,86.59322294,,,,FALSE POSITIVE,,,,
Kepler-1835 b,11.96407399,808.0,3.21,0.9220,CONFIRMED,1.0000,5903.00,0.9610,0.903
,2.493237866,2241.0,9.48,1.3750,FALSE POSITIVE,0.0000,5002.00,4.1310,0.975
Kepler-383 b,12.90467523,545.0,1.49,0.7120,CONFIRMED,1.0000,4513.00,0.7220,0.553
Kepler-1253 b,68.8861017,501.0,1.47,0.8630,CONFIRMED,0.9390,5753.00,1.2220,0.241
Kepler-1254 b,9.99115241,660.0,1.68,0.7710,CONFIRMED,0.9980,4838.00,0.7960,0.691
,4.267961416,1371.0,1.42,1.0480,CANDIDATE,1.0000,6395.00,1.2370,0.255
Kepler-1255 b,36.292017,694.0,3.1,1.1150,CONFIRMED,0.9870,5843.00,1.6150,0.002
,0.925589891,6637.0,50.6,0.9250,FALSE POSITIVE,0.0000,4094.00,24.4880,0.616
Kepler-26 c,17.25121397,385.0,2.64,0.5370,CONFIRMED,1.0000,3879.00,0.5370,0.749
