kepler_name,koi_period,koi_teq,koi_prad,koi_smass,koi_disposition,koi_score,koi_steff,koi_srad,koi_impact
,381.37504,212.0,1.24,0.7960,CANDIDATE,,5513.00,0.7290,0.3515
,322.55663046,,,,FALSE POSITIVE,,,,
,7.2269859,603.0,0.79,0.5970,FALSE POSITIVE,0.0000,4347.00,0.6090,0.561
,0.762724045,1860.0,41.02,0.8540,FALSE POSITIVE,0.7680,5313.00,0.9760,1.252
,206.76425774,,,,FALSE POSITIVE,,,,
,529.39169,319.0,4.4,1.1440,CANDIDATE,,5283.00,2.5040,0.037
,362.49906,277.0,2.51,0.9680,FALSE POSITIVE,,6043.00,1.0650,0.5297
,190.65896,281.0,2.54,0.9000,FALSE POSITIVE,,5508.00,0.8350,0.9508
Kepler-1630 b,509.997402,182.0,2.62,0.7240,CONFIRMED,,5037.00,0.7560,0.0254
,1.50650036,1809.0,0.81,0.9980,FALSE POSITIVE,0.0000,6201.00,1.1260,0.684
,194.48732212,,,,FALSE POSITIVE,,,,
,495.51899,305.0,2.94,1.0620,CANDIDATE,,6043.00,1.6340,0.6052
,388.048463,376.0,3,1.2900,CANDIDATE,,5779.00,2.4600,0.1973
,34.0269868,455.0,1.57,0.7640,CANDIDATE,,4999.00,0.8010,0.5682
,173.219879,405.0,2.41,1.2150,CANDIDATE,,6007.00,1.5180,0.5113
Kepler-1634 b,374.878133,282.0,4.27,1.1030,CONFIRMED,0.9680,5636.00,1.3540,0.626
,5.2362026,1378.0,75.83,1.2550,FALSE POSITIVE,0.0000,6176.00,1.6310,1.379
,48.55059299,,,,FALSE POSITIVE,,,,
,511.882,241.0,2.56,1.0460,CANDIDATE,,6141.00,1.0070,0.5102
,247.372131,290.0,2.47,1.0000,FALSE POSITIVE,,5780.00,1.0000,0.4257
,96.16705,313.0,1.15,0.7790,CANDIDATE,,5147.00,0.7160,0.1194
,95.254421,413.0,2.2,1.1170,FALSE POSITIVE,,6063.00,1.0120,0.3116
Kepler-1636 b,425.483539,248.0,3.2,1.1330,CONFIRMED,0.9040,5977.00,1.0220,0.03
,208.800733,347.0,2.88,1.1750,CANDIDATE,,6208.00,1.1680,0.3095
,7.863361238,1057.0,22.7,0.9760,FALSE POSITIVE,0.9730,5615.00,1.4000,0.869
,120.16983803,,,,FALSE POSITIVE,,,,
,113.71363032,,,,CANDIDATE,,,,
,17.634272,842.0,1.69,0.9330,CANDIDATE,,4885.00,1.9790,0.1876
,0.745086745,1654.0,1.29,0.8400,FALSE POSITIVE,0.0000,5325.00,0.7500,0.626
,247.47724314,,,,FALSE POSITIVE,,,,
,208.047137,363.0,2.05,0.7840,CANDIDATE,,5991.00,1.2000,0.1884
,30.561533,379.0,1.53,0.6540,CANDIDATE,,4294.00,0.6640,0.0124
Kepler-1637 b,6.10968225,1093.0,0.79,0.7560,CONFIRMED,0.9990,6024.00,1.0090,0.108
,292.09809,267.0,2.09,0.9720,CANDIDATE,,5955.00,0.8830,0.5155
,11.8045536,660.0,0.94,0.8130,FALSE POSITIVE,,4971.00,0.8570,0.1533
,578.21623,328.0,3.54,1.5290,CANDIDATE,,5166.00,3.2440,0.3763
,56.648588,377.0,2.19,0.8210,CANDIDATE,0.9900,5023.00,0.7820,0.769
,53.554546,769.0,3.1,1.4420,CANDIDATE,0.9440,6039.00,2.6220,0.62
,3.1748772,1410.0,8.8,0.9440,FALSE POSITIVE,0.0000,5116.00,1.6190,0.94
,119.079642,795.0,17.89,2.5730,CANDIDATE,,4849.00,8.9840,0.2275
,371.18648,291.0,2.06,1.0540,FALSE POSITIVE,,6231.00,1.1520,0.0845
,20.5858591,586.0,1.31,0.6950,CANDIDATE,,5523.00,0.7530,0.7233
,10.90962154,1127.0,149.1,0.8040,FALSE POSITIVE,0.0000,5323.00,2.0640,0.146
,113.573945,496.0,3.45,1.0670,CANDIDATE,,5155.00,2.2330,0.1359
,27.0779813,597.0,2.03,0.7730,FALSE POSITIVE,0.0000,5906.00,0.8500,0.957
,1.827660875,1664.0,42.1,1.1180,FALSE POSITIVE,0.0000,6352.00,1.0720,1.026
,542.91133,199.0,2.27,0.8990,CANDIDATE,,5583.00,0.8240,0.3766
,376.554588,247.0,2,1.0040,FALSE POSITIVE,,5926.00,0.9130,0.0963
,538.4263,322.0,3.2,1.1430,FALSE POSITIVE,,5962.00,2.0280,0.3917
,94.20561159,,,,FALSE POSITIVE,,,,
,378.70643955,,,,FALSE POSITIVE,,,,
,78.4286313,425.0,85.77,1.0000,FALSE POSITIVE,0.0000,5780.00,1.0000,1.388
,287.75613,215.0,3.4,0.8560,CANDIDATE,,4965.00,0.7810,0.2794
,2.53021,1543.0,41.44,0.9240,FALSE POSITIVE,0.1330,5780.00,1.2960,1.275
,2.249000963,2126.0,59.61,1.2090,FALSE POSITIVE,0.0000,6025.00,2.2930,0.68
,189.961729,260.0,1.93,0.8300,CANDIDATE,,5335.00,0.7420,0.1845
,121.62387378,,,,FALSE POSITIVE,,,,
,202.18722766,,,,CANDIDATE,,,,
,280.92070688,,,,CANDIDATE,,,,
,432.074696,193.0,2.39,0.8180,FALSE POSITIVE,,5183.00,0.7390,0.1559
,169.415073,413.0,2.32,1.1990,CANDIDATE,,6362.00,1.3780,0.7546
,460.77905,387.0,4.24,1.4490,FALSE POSITIVE,0.0000,6126.00,2.7170,0.324
,3.21318517,1710.0,8.24,1.2060,FALSE POSITIVE,0.0000,6712.00,1.5130,0.924
,57.7749373,524.0,1.85,1.1480,CANDIDATE,0.9950,6277.00,1.0970,0.044
,331.78248134,,,,FALSE POSITIVE,,,,
,1.20608769,1941.0,44.46,1.0280,FALSE POSITIVE,0.0000,5657.00,1.3550,1.253
,613.82905,307.0,2.85,1.3050,FALSE POSITIVE,,5636.00,2.3570,0.2616
,476.80454,227.0,1.12,0.8810,FALSE POSITIVE,,5806.00,0.9010,0.5619
Kepler-1631 b,4.09513876,1122.0,1.75,1.0560,CONFIRMED,1.0000,5858.00,0.9630,0.97
,502.8356901,,,,CANDIDATE,,,,
,81.704814,442.0,1.65,0.8670,CANDIDATE,,6099.00,0.9500,0.0021
,0.779615874,1847.0,0.83,0.9590,FALSE POSITIVE,0.0000,5764.00,0.8630,0.699
,578.21805,223.0,2.44,1.0310,CANDIDATE,,6089.00,0.9500,0.3937
,317.009388,345.0,4.03,1.1500,CANDIDATE,,5066.00,2.2700,0.2991
,482.51701,242.0,2.3,1.0340,CANDIDATE,,6168.00,0.9600,0.0846
,224.469892,323.0,2.35,0.9440,FALSE POSITIVE,,5911.00,1.0910,0.2691
,113.556471,651.0,6.76,0.9300,FALSE POSITIVE,,4842.00,4.1640,0.1828
,208.02789,196.0,1.04,0.6220,FALSE POSITIVE,,4285.00,0.6320,0.6065
,308.024953,345.0,3.55,0.8350,FALSE POSITIVE,,5220.00,1.8870,0.3366
,7.77710639,773.0,0.73,0.8000,CANDIDATE,0.9960,5073.00,0.8510,0.196
,1.33261458,1208.0,3.65,0.7480,FALSE POSITIVE,0.0000,4611.00,0.7600,0.936
,233.64574,296.0,5.2,1.0000,CANDIDATE,,5780.00,1.0000,0.0691
,27.285315,678.0,2.19,1.1100,CANDIDATE,0.4400,6304.00,1.0940,0.213
,105.895315,323.0,2.69,0.7860,FALSE POSITIVE,,5271.00,0.7810,0.093
,61.224558,525.0,2.76,1.2130,FALSE POSITIVE,0.1300,6343.00,1.1400,0.571
,28.507877538,613.0,27.79,1.0230,FALSE POSITIVE,0.0000,6131.00,0.9450,1.025
,444.46522,189.0,30.17,0.8360,FALSE POSITIVE,,5134.00,0.7460,1.2803
,8.48039,969.0,1.23,1.1270,FALSE POSITIVE,0.0000,6193.00,1.0670,0.008
,445.351255,370.0,3.66,1.4540,CANDIDATE,,7202.00,1.7550,0.1716
,72.0153825,783.0,6.94,1.8360,FALSE POSITIVE,,5099.00,5.0320,0.6038
,21.12752693,2349.0,20.93,1.6360,FALSE POSITIVE,0.0000,4024.00,30.8820,0.157
,23.9341825,432.0,1.03,0.7080,FALSE POSITIVE,,4415.00,0.7150,0.0465
,87.775799,409.0,2.44,0.9090,FALSE POSITIVE,,5604.00,1.0250,0.8114
,65.67350728,,,,FALSE POSITIVE,,,,
,222.06409878,,,,FALSE POSITIVE,,,,
,35.882272887,512.0,35.21,0.8980,FALSE POSITIVE,0.0000,5840.00,0.8120,0.858
,8.780603773,775.0,52.34,0.9240,FALSE POSITIVE,0.0000,5487.00,0.8320,1.127
,97.5137491,630.0,5.27,1.3720,CANDIDATE,,5437.00,3.1800,0.0922
,549.42772,223.0,2.64,1.0830,CANDIDATE,,5957.00,0.9710,0.4315
,284.666844,486.0,8.98,1.6600,CANDIDATE,,5248.00,4.4130,0.3413
Kepler-1632 b,224.150923,369.0,2.41,0.8180,CONFIRMED,0.9990,6072.00,1.2860,0.019
,148.179343,367.0,2.52,0.9670,CANDIDATE,1.0000,5635.00,1.1830,0.102
,551.49832,215.0,4.89,0.9780,FALSE POSITIVE,,5926.00,0.8870,0.9478
,351.2878737,252.0,38.47,1.0060,FALSE POSITIVE,0.0000,5911.00,0.9140,0.712
,376.934014,274.0,2.13,0.9130,CANDIDATE,,6074.00,1.0340,0.6546
,46.50446209,,,,FALSE POSITIVE,,,,
,17.168095,603.0,4.81,0.8850,CANDIDATE,0.9920,5053.00,1.9070,0.999
,124.091252,305.0,1.3,0.8520,FALSE POSITIVE,,5275.00,0.7920,0.031
,403.163148,240.0,2.49,1.0790,CANDIDATE,0.3130,5812.00,0.9630,0.02
,341.557931,393.0,6.81,1.2450,CANDIDATE,,5138.00,3.0980,0.6746
,476.91977,321.0,2.49,1.2570,CANDIDATE,,6282.00,1.7250,0.5589
,9.011888,1105.0,7.04,1.1030,CANDIDATE,0.9990,5627.00,1.7350,0.948
,351.25069,186.0,2.23,0.6160,CANDIDATE,,4828.00,0.6300,0.1777
,212.771978,255.0,2.84,0.7930,FALSE POSITIVE,,5122.00,0.8240,0.2065
,65.3558881,337.0,2.61,0.7550,CANDIDATE,,4703.00,0.7640,0.4827
,18.0766788,694.0,19.47,1.0000,FALSE POSITIVE,0.0000,5780.00,1.0000,0.822
,1.33255577,1420.0,0.97,0.8350,FALSE POSITIVE,0.0000,5122.00,0.8810,0.199
,1.33259275,1703.0,0.97,1.0450,FALSE POSITIVE,0.0000,6091.00,0.9670,0.833
,36.6092739,1623.0,52.42,1.9730,FALSE POSITIVE,0.0130,4770.00,16.1140,0.26
,39.399926,499.0,1.52,0.8980,CANDIDATE,0.9920,5913.00,0.7950,0.544
,270.1430241,,,,CANDIDATE,,,,
,0.812592362,2912.0,25.84,1.3980,FALSE POSITIVE,0.5680,7117.00,1.6400,1.007
,81.871309,480.0,1.12,1.0690,FALSE POSITIVE,,6343.00,1.1150,0.1996
,0.566805859,2858.0,1.25,1.2990,FALSE POSITIVE,0.0000,6413.00,1.4940,0.724
,326.36595188,,,,FALSE POSITIVE,,,,
,520.58269,244.0,1.94,1.0930,FALSE POSITIVE,,6210.00,1.0330,0.045
,126.586058,460.0,1.54,1.0570,CANDIDATE,,6611.00,1.2490,0.799
,2.7200197,713.0,1.53,0.5500,CANDIDATE,,3939.00,0.5270,0.0078
,18.347081,855.0,5.65,0.9830,CANDIDATE,,5465.00,1.7020,0.1988
,57.140035,588.0,5.78,0.9860,CANDIDATE,,5936.00,1.4600,0.0783
,0.718643659,2002.0,50.85,0.9670,FALSE POSITIVE,0.0000,5853.00,0.9340,0.922
,31.707574649,547.0,2.96,0.9570,CANDIDATE,1.0000,5861.00,0.8650,0.923
,17.946328114,845.0,66.65,0.8720,FALSE POSITIVE,0.0000,5228.00,1.7220,0.774
,204.818268,525.0,5.18,1.4010,FALSE POSITIVE,,6060.00,2.9300,0.346
,9.3589254,1528.0,17.37,1.5830,CANDIDATE,0.2750,5188.00,4.5210,0.184
,4.15472242,2292.0,23.47,1.7420,CANDIDATE,1.0000,6996.00,3.3590,0.971
,23.81490574,847.0,63.1,0.8030,FALSE POSITIVE,0.0000,5421.00,1.8900,0.772
,1.3274511,1009.0,0.66,0.6010,FALSE POSITIVE,0.0000,4137.00,0.6100,0.245
,87.565484,437.0,2.12,1.1210,CANDIDATE,,6064.00,1.0690,0.0563
,535.1515,258.0,2.7,0.8980,CANDIDATE,,5468.00,1.4230,0.3162
,495.40462,248.0,152.21,1.0910,CANDIDATE,,6225.00,1.0310,2.3238
,209.238576,354.0,1.43,1.0340,FALSE POSITIVE,,6302.00,1.1350,0.2683
,353.65927,223.0,2.58,0.9200,CANDIDATE,,5438.00,0.8200,0.247
,346.4174,251.0,2.41,1.0080,CANDIDATE,,5754.00,0.9460,0.1572
,1.166835206,3457.0,96.28,2.1220,FALSE POSITIVE,0.0000,8982.00,2.1230,1.257
,230.70578883,,,,FALSE POSITIVE,,,,
,4.99471597,1861.0,2.2,1.4850,FALSE POSITIVE,0.0000,6409.00,2.8300,0.698
,161.651504,377.0,2.22,0.9880,CANDIDATE,0.5600,5725.00,1.2890,0.736
,376.24253,254.0,1.32,0.9760,CANDIDATE,,5916.00,0.9600,0.328
,27.659607786,499.0,50.7,0.8490,FALSE POSITIVE,0.0000,5310.00,0.7680,0.604
,476.727302,530.0,23.42,1.3470,FALSE POSITIVE,0.0000,5068.00,7.4170,0.008
,21.7997515,674.0,1.01,1.0410,CANDIDATE,,6122.00,0.9640,0.1657
,54.595746,649.0,2,1.0270,CANDIDATE,,6014.00,1.6990,0.332
,22.0495604,912.0,1.9,1.3210,FALSE POSITIVE,0.6480,6821.00,1.5480,0.651
,150.70039392,,,,FALSE POSITIVE,,,,
,44.48477463,,,,FALSE POSITIVE,,,,
,93.6452481,,,,FALSE POSITIVE,,,,
,585.64118,207.0,2.2,0.9930,CANDIDATE,,5779.00,0.9010,0.5274
,574.69029,191.0,1.26,0.7680,FALSE POSITIVE,,5503.00,0.7640,0.004
,502.98283916,,,,CANDIDATE,,,,
,48.8130123,553.0,2.95,1.1130,CANDIDATE,,6202.00,1.1100,0.0608
,280.1604956,237.0,19.25,0.8920,FALSE POSITIVE,0.0000,5387.00,0.7990,1.04
,370.46262,284.0,2.03,1.0650,FALSE POSITIVE,,6295.00,1.0800,0.2421
,116.301793,336.0,2.18,0.9200,FALSE POSITIVE,,5593.00,0.8420,0.4631
,480.19416,235.0,1.79,1.0050,FALSE POSITIVE,,6072.00,0.9230,0.1548
,368.49828,214.0,1.86,0.7540,FALSE POSITIVE,,5255.00,0.7830,0.1772
,6.993576155,1605.0,101.15,1.4140,FALSE POSITIVE,0.0000,6565.00,2.4670,1.317
,223.52131732,,,,FALSE POSITIVE,,,,
,1.811461128,3438.0,373.77,2.0090,FALSE POSITIVE,0.0000,8572.00,3.0340,0.309
,2.17491508,2009.0,193.73,1.3640,FALSE POSITIVE,0.0000,6792.00,1.6360,0.719
,441.61919,152.0,1.71,0.5820,CANDIDATE,,4351.00,0.5920,0.5027
,24.5002702,409.0,0.73,0.6410,FALSE POSITIVE,0.0000,4519.00,0.5970,0.405
,318.49078,301.0,3.01,1.0100,CANDIDATE,,6026.00,1.1760,0.4328
,2.16402661,,,,FALSE POSITIVE,,,,
,392.89275632,,,,FALSE POSITIVE,,,,
,114.734287,296.0,1.1,0.6800,FALSE POSITIVE,,5083.00,0.7100,0.3694
,362.0619,203.0,2.12,0.7730,CANDIDATE,,5271.00,0.6980,0.524
,1.340649911,2004.0,127.25,0.9910,FALSE POSITIVE,0.0000,6332.00,1.2220,0.561
,30.69537638,662.0,19.39,1.1790,FALSE POSITIVE,0.0000,6185.00,1.1920,0.846
,30.69533113,737.0,69.4,0.8940,FALSE POSITIVE,0.0000,6335.00,1.2860,1.041
,11.374442708,687.0,22.86,0.8380,CANDIDATE,0.0000,5297.00,0.8080,0.978
,49.873958,366.0,1.5,0.6180,FALSE POSITIVE,,4979.00,0.6290,0.4119
,411.447056,342.0,2.86,1.3110,CANDIDATE,,6519.00,1.6720,0.287
,29.9371143,501.0,1.19,0.8080,CANDIDATE,0.9890,5115.00,0.8660,0.321
,114.25041494,,,,FALSE POSITIVE,,,,
,651.358046,411.0,14.58,2.1230,CANDIDATE,,5122.00,6.2610,0.0946
,407.97623,498.0,4.63,1.9690,FALSE POSITIVE,,7612.00,2.9680,0.0598
,33.3037881,422.0,1.14,0.8180,CANDIDATE,0.0480,4899.00,0.7130,0.072
,212.60398,337.0,1.64,1.0220,CANDIDATE,,5834.00,1.2070,0.0513
,50.550788,790.0,5,1.4700,CANDIDATE,,5031.00,3.8590,0.632
,239.25578975,,,,FALSE POSITIVE,,,,
,285.374561,423.0,5.94,0.8170,CANDIDATE,0.1760,5142.00,2.7560,0.018
,6.279888981,1931.0,196.78,1.9360,FALSE POSITIVE,0.0000,5057.00,6.2220,1.244
,37.47695717,,,,FALSE POSITIVE,,,,
,93.359737,592.0,1.05,1.2240,CANDIDATE,,6809.00,1.6730,0.0547
,519.80221867,216.0,40.88,0.8790,FALSE POSITIVE,0.0000,5310.00,1.0300,0.894
,122.58481,279.0,1.19,0.6540,CANDIDATE,,5003.00,0.6690,0.3468
,84.934357,531.0,1.6,1.0160,CANDIDATE,,6290.00,1.3950,0.1612
,48.9200563,456.0,1.71,0.8000,FALSE POSITIVE,,5375.00,0.8990,0.6077
,421.98194,334.0,2.02,1.3140,CANDIDATE,,6760.00,1.5150,0.1494
Kepler-1635 b,469.61309,200.0,3.24,0.8470,CONFIRMED,0.9540,5474.00,0.7630,0.906
,583.73632,266.0,2.65,1.1390,FALSE POSITIVE,0.0000,6003.00,1.4420,0.126
,502.658,116.0,0.69,0.4830,FALSE POSITIVE,,3754.00,0.4730,0.3138
,116.454312,306.0,3.33,0.6970,CANDIDATE,0.7890,5197.00,0.7360,0.006
,397.499229,293.0,6.57,1.2960,CANDIDATE,,6423.00,1.2310,0.5839
,243.954706,257.0,1.35,0.8700,FALSE POSITIVE,,5578.00,0.7940,0.1207
,24.9093027,452.0,1.32,0.7510,CANDIDATE,0.8740,4810.00,0.6850,0.679
,192.138741,407.0,1.93,1.1260,CANDIDATE,,6065.00,1.5690,0.0503
,281.95332,204.0,2.31,0.7460,CANDIDATE,,4864.00,0.6920,0.6164
,12.71368909,700.0,1.09,0.8720,FALSE POSITIVE,0.0000,5715.00,0.7820,0.196
,25.26363805,,,,FALSE POSITIVE,,,,
,1.391716834,8346.0,36.19,0.8850,FALSE POSITIVE,0.9960,3749.00,59.6840,0.233
,70.516233809,390.0,52.74,0.7730,FALSE POSITIVE,0.0000,5511.00,0.7890,0.587
,2.645596805,2452.0,167.05,1.5890,FALSE POSITIVE,0.0000,4980.00,5.4430,1.239
,388.67155,210.0,1.49,0.8840,CANDIDATE,,5354.00,0.7880,0.0576
,105.6327297,,,,FALSE POSITIVE,,,,
,274.553579,322.0,1.66,0.9810,FALSE POSITIVE,,6267.00,1.1180,0.1125
,251.02304011,,,,FALSE POSITIVE,,,,
,1.80774253,1822.0,5.29,0.8760,FALSE POSITIVE,,5164.00,1.7790,0.9062
,520.655224,401.0,7.58,1.4190,CANDIDATE,,5227.00,4.3130,0.2674
,369.93355,270.0,3.24,1.0800,CANDIDATE,,6158.00,1.0240,0.149
,28.7369766,550.0,1.95,0.9370,FALSE POSITIVE,,5722.00,0.8540,0.1108
,2.45649061,3440.0,14.14,0.8120,FALSE POSITIVE,0.0070,4870.00,8.5310,0.167
,98.51783198,,,,FALSE POSITIVE,,,,
,457.513348,512.0,25.18,2.0640,FALSE POSITIVE,,5047.00,7.8210,0.9613
,224.02589924,,,,FALSE POSITIVE,,,,
,323.77153,216.0,1.44,0.8630,FALSE POSITIVE,,5196.00,0.7840,0.083
,641.60204,230.0,1.61,1.0850,CANDIDATE,,6277.00,1.0310,0.3218
,40.0389613,517.0,0.95,0.8130,FALSE POSITIVE,,5701.00,0.9030,0.3619
,22.571972634,617.0,46.14,0.7460,FALSE POSITIVE,0.0000,5645.00,0.8710,1.056
,28.406342,613.0,1.41,0.9520,CANDIDATE,,6085.00,0.9360,0.2208
,1.018861199,2505.0,93.47,1.0410,FALSE POSITIVE,0.0000,6225.00,1.6720,0.358
,80.519237,476.0,1.08,1.0890,FALSE POSITIVE,,6251.00,1.1190,0.102
,149.356804,560.0,2.92,1.2320,FALSE POSITIVE,,6569.00,2.2030,0.1627
,264.466625,346.0,2.61,1.2130,CANDIDATE,0.9280,6551.00,1.2360,0.129
,151.77884,616.0,4.35,1.5420,CANDIDATE,,6328.00,3.1340,0.159
,50.47759052,,,,FALSE POSITIVE,,,,
,113.993156,729.0,2.23,1.8940,CANDIDATE,,7892.00,2.4960,0.7026
,2.79123954,1771.0,2.22,1.3110,FALSE POSITIVE,0.0000,6407.00,1.6680,0.709
,223.31769215,,,,FALSE POSITIVE,,,,
,44.637111,432.0,1.28,0.7300,FALSE POSITIVE,0.0100,5222.00,0.7800,0.029
,102.493119,317.0,2.7,0.8710,CANDIDATE,,5166.00,0.7910,0.9591
,284.94212784,,,,CANDIDATE,,,,
,365.620697,215.0,12.75,0.7300,FALSE POSITIVE,,5273.00,0.7680,0.4173
,6.13292733,1379.0,1.56,1.3160,CANDIDATE,0.9860,5877.00,2.0340,0.225
,12.63063129,689.0,1.37,0.8920,CANDIDATE,1.0000,5579.00,0.7980,0.017
,191.272501,310.0,1.59,0.8270,FALSE POSITIVE,,5727.00,0.9180,0.504
,286.02266,180.0,2.03,0.6240,CANDIDATE,,4368.00,0.6370,0.3591
,7.95445779,1064.0,9.5,1.0520,CANDIDATE,1.0000,6217.00,1.1960,0.021
,331.70918,221.0,6815.75,0.8680,CANDIDATE,,5282.00,0.8050,78.4871
,575.42002,225.0,1.91,0.9220,FALSE POSITIVE,,6025.00,0.9490,0.1538
,297.78282,167.0,1.17,0.5770,CANDIDATE,,4192.00,0.5900,0.2697
,137.396194,517.0,3.38,1.3040,CANDIDATE,0.0860,5425.00,2.6550,0.525
,365.739893,241.0,1.73,0.8250,CANDIDATE,,5420.00,0.9530,0.6206
,104.198102,497.0,5.13,0.8570,CANDIDATE,,5087.00,2.0240,0.3437
,368.72715,215.0,1.55,0.7600,FALSE POSITIVE,,5401.00,0.7490,0.3411
,74.833577,590.0,1.68,1.0700,CANDIDATE,,5933.00,1.8070,0.1101
,8.5852872,777.0,3.02,0.9130,CANDIDATE,1.0000,5488.00,0.8180,0.029
,100.303613,421.0,78.77,0.9940,FALSE POSITIVE,0.0000,6060.00,1.0460,0.388
,102.100752,551.0,2.63,1.3580,CANDIDATE,,6359.00,1.8300,0.492
,6.263491873,1180.0,6.46,0.9360,CANDIDATE,1.0000,6247.00,1.1940,0.048
,0.83620025,1932.0,65.64,1.0000,FALSE POSITIVE,0.0000,5780.00,1.0000,0.56
,335.43143,468.0,7.12,1.6790,CANDIDATE,,5172.00,4.7210,0.4062
,558.21886,198.0,3.1,0.8860,CANDIDATE,0.0000,5679.00,0.7940,0.022
,290.02002,321.0,1.56,1.1640,CANDIDATE,,6452.00,1.1480,0.5367
,279.21957,395.0,4.92,1.1010,CANDIDATE,,5159.00,2.6040,0.6009
,348.665961,493.0,9.56,1.2760,CANDIDATE,,5183.00,4.8900,0.0873
,616.34132,131.0,2.11,0.5750,FALSE POSITIVE,,4197.00,0.5880,0.28
,222.28056,405.0,2.56,1.2680,CANDIDATE,,6543.00,1.5310,0.2151
,570.01886,190.0,1.62,0.8630,CANDIDATE,,5496.00,0.7900,0.1946
,378.93139106,,,,CANDIDATE,,,,
,580.85326788,,,,CANDIDATE,,,,
,390.40832,115.0,0.63,0.4200,FALSE POSITIVE,,3659.00,0.4000,0.0407
,191.528018,334.0,1.32,0.9690,FALSE POSITIVE,,6054.00,1.0090,0.0258
,386.59946,259.0,1.89,1.0380,FALSE POSITIVE,,6137.00,0.9630,0.2307
,15.4032765,626.0,1.32,0.7510,FALSE POSITIVE,0.0000,5272.00,0.7990,0.623
,7.58062893,937.0,0.97,1.0340,CANDIDATE,0.8990,5753.00,1.0410,0.382
,61.0011095,536.0,2.55,1.2410,FALSE POSITIVE,,6418.00,1.1710,0.7091
,198.232389,352.0,2.28,1.0840,FALSE POSITIVE,,6263.00,1.1130,0.0297
,0.66062715,2327.0,26.13,1.1240,FALSE POSITIVE,0.0000,6322.00,1.0750,1.208
,248.421771,579.0,18.92,1.5330,CANDIDATE,,4895.00,6.4280,0.7838
,456.5734,413.0,7.88,0.9790,FALSE POSITIVE,,5002.00,4.0420,0.1768
,601.13797,254.0,1.81,1.0030,FALSE POSITIVE,0.0000,5786.00,1.3880,0.057
,344.06248,589.0,5.26,2.0390,FALSE POSITIVE,0.0000,7664.00,3.6970,0.935
,39.94344731,,,,FALSE POSITIVE,,,,
,551.22396,206.0,2.1,1.0030,CANDIDATE,,5691.00,0.8870,0.2134
,466.90824,210.0,2.19,0.7830,FALSE POSITIVE,,5340.00,0.8670,0.0868
,361.30991,422.0,7.07,1.6080,FALSE POSITIVE,,4911.00,4.4190,0.0802
,199.4424134,344.0,56.11,0.9710,FALSE POSITIVE,,5869.00,1.1700,1.1877
,31.59115876,783.0,72.91,0.9950,FALSE POSITIVE,0.0000,5178.00,2.2950,1.247
,356.99135,240.0,2.47,0.8920,FALSE POSITIVE,,5539.00,0.9130,0.2437
,96.120478,460.0,2.08,0.9020,FALSE POSITIVE,,6038.00,1.1860,0.5381
,9.63647672,1243.0,2.02,1.4110,FALSE POSITIVE,0.5110,5125.00,3.0070,0.046
,45.680876,1215.0,14.5,0.9270,FALSE POSITIVE,,4835.00,7.9170,0.206
,43.169798,615.0,1.47,0.9140,FALSE POSITIVE,,5929.00,1.2920,0.5639
,395.94327,172.0,2.53,0.7140,CANDIDATE,,4596.00,0.6780,0.1116
,76.37924,406.0,1.73,0.8100,CANDIDATE,,5451.00,0.9360,0.7333
,58.669218,450.0,1.28,0.9610,CANDIDATE,,5548.00,0.9860,0.332
,355.84731,354.0,1.68,1.3320,CANDIDATE,,6823.00,1.4930,0.1578
,61.611129,597.0,1.29,1.1840,CANDIDATE,0.9250,6533.00,1.3860,0.364
,150.728285,321.0,1.27,0.9670,CANDIDATE,,5778.00,0.8710,0.2751
,253.790434,253.0,2.06,0.9020,CANDIDATE,,5426.00,0.8500,0.1412
,322.544807,219.0,0.68,0.8230,FALSE POSITIVE,,5359.00,0.7410,0.0183
,35.6606167,,,,CANDIDATE,,,,
,22.57494749,860.0,49.49,1.2300,FALSE POSITIVE,0.0000,6581.00,1.4680,1.271
,587.38162,527.0,36.77,2.6290,CANDIDATE,,4784.00,11.8390,0.6822
,85.5692223,536.0,6.85,0.9970,FALSE POSITIVE,0.0000,5361.00,1.9510,0.98
,7.07987663,738.0,1.36,0.7850,CANDIDATE,1.0000,4808.00,0.8060,0.034
,91.240335,494.0,1.75,1.0650,CANDIDATE,,6493.00,1.2050,0.1436
,357.41382,283.0,3.01,1.0860,CANDIDATE,,6233.00,1.0760,0.1438
,359.854745,302.0,2.25,1.1900,CANDIDATE,,6495.00,1.1680,0.8071
,89.366114,391.0,1.97,0.9290,CANDIDATE,,5861.00,0.8750,0.39
,422.255426,277.0,5.09,1.0920,FALSE POSITIVE,,6273.00,1.1390,0.3769
,37.6259039,519.0,1.81,0.9630,CANDIDATE,0.0240,5874.00,0.8710,0.49
,100.41475198,,,,CANDIDATE,,,,
,41.9934673,503.0,1.56,0.9630,CANDIDATE,0.7990,5766.00,0.9150,0.046
,94.67782,353.0,1.46,0.8690,CANDIDATE,,5360.00,0.8660,0.3614
,290.196139,341.0,2.35,1.2040,CANDIDATE,0.1850,6238.00,1.4030,0.017
,471.39698,265.0,1.87,1.0780,FALSE POSITIVE,,6587.00,1.0080,0.3379
,175.452812,591.0,3.96,1.5160,CANDIDATE,,6184.00,3.3040,0.1526
,367.07446,287.0,2.15,1.1610,CANDIDATE,0.0000,6315.00,1.1160,0.093
